|File|URL|
|2021-10-25-ssrn_ssrn.3949410.md|https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3949410|
|2021-10-27-wiley_ehf2.13678.md|https://onlinelibrary.wiley.com/doi/10.1002/ehf2.13678|
|2021-10-29-diseases_diseases9040076.md|https://www.mdpi.com/2079-9721/9/4/76/htm|
|2021-10-29-lancet_S1473-3099(21)00648-4.md|https://www.thelancet.com/journals/laninf/article/PIIS1473-3099%2821%2900648-4/fulltext|
|2021-10-30-MetabolOpen_j.metop.2021.100145.md|https://www.sciencedirect.com/science/article/pii/S2589936821000694|
|2021-10-30-NeurolSci_s10072-021-05662-9.md|https://link.springer.com/article/10.1007%2Fs10072-021-05662-9|
|2021-11-01-inflammation-research_s00011-021-01517-3.md|https://link.springer.com/article/10.1007%2Fs00011-021-01517-3|
|2021-11-02-bmj-open_bmjopen-2020-047474.md|https://bmjopen.bmj.com/content/11/11/e047474.long|
|2021-11-02-clinical-and-translational-science_cts.13044.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8239894/|
|2021-11-02-plos-one_journal.pone.0259317.md|https://journals.plos.org/plosone/article?id=10.1371/journal.pone.0259317|
|2021-11-03-biomolecules_biom11111624.md|https://www.mdpi.com/2218-273X/11/11/1624/htm|
|2021-11-08-Acta Neurologica Scandinavica_ane.13550.md|https://onlinelibrary.wiley.com/doi/10.1111/ane.13550|
|2021-11-08-aha_144.A10712.md|https://www.ahajournals.org/doi/10.1161/circ.144.suppl_1.10712|
|2021-11-08-clinical-and-molecular-allergy_s12948-021-00161-w.md|https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8573303/|
|2021-11-10-american-journal-of-tropical-medicine-and-hygiene_ajtmh.21-0577.md|https://www.ajtmh.org/view/journals/tpmd/aop/article-10.4269-ajtmh.21-0577/article-10.4269-ajtmh.21-0577.xml?tab_body=abstract|
|2021-11-10-nature_s41586-021-04186-8.md|https://www.nature.com/articles/s41586-021-04186-8|
|2021-11-10-sciencedirect_j.scitotenv.2021.148749.md|https://www.sciencedirect.com/science/article/pii/S0048969721038213?via%3Dihub|
|2021-11-11_nature-immunology_s41590-021-01080-3.md|https://www.nature.com/articles/s41590-021-01080-3?s=03|
|2021-11-12-international-journal-of-environmental-research-and-public-health_ijerph182211882.md|https://www.mdpi.com/1660-4601/18/22/11882/htm|
|2021-11-12-nutrients_nu13114047 .md|https://www.mdpi.com/2072-6643/13/11/4047/htm|
|2021-11-16-bmc-public-health_s12889-021-12073-0.md|https://bmcpublichealth.biomedcentral.com/articles/10.1186/s12889-021-12073-0|
|2021-11-16-international-journal-of-environmental-research-and-public-health_ijerph182212001.md|https://www.mdpi.com/1660-4601/18/22/12001/htm|
|2021-11-16-journal-of-clinical-medicine_jcm10225341.md|https://www.mdpi.com/2077-0383/10/22/5341/htm|
|2021-11-19-WorkingPaperPreprint_2021.11.12.21265796.md|https://www.medrxiv.org/content/10.1101/2021.11.12.21265796v1.full|
|2021-11-20-TheLancet_S0140-6736(21)02243-1.md|https://www.thelancet.com/journals/lancet/article/PIIS0140-6736(21)02243-1/fulltext#seccestitle10|
|2021-11-20-TheLancet_S2666-5247(21)00278-0.md|https://www.thelancet.com/journals/lanmic/article/PIIS2666-5247(21)00278-0/fulltext|
|2021-11-20-indian-journal-of-clinical-practice.md|https://ijcp.in/Pages/Post_Detail.aspx?wid=21011&Correlation%20of%20Vitamin%20D%20Levels%20with%20COVID-19%20Severity%20and%20Outcome|
|2021-11-24-clinical-nutrition-ESPEN_j.clnesp.2021.11.025.md|https://www.sciencedirect.com/science/article/pii/S2405457721011293|
|2021-11-29-acute-and-critical-care_acc.2021.00605.md|https://www.accjournal.org/journal/view.php?doi=10.4266/acc.2021.00605|
|2021-12-03-the-american-journal-of-clinical-nutrition_nqab389.md|https://academic.oup.com/ajcn/advance-article/doi/10.1093/ajcn/nqab389/6448988|
